fips,year,V1
29053,2008,1
29053,2014,1
29053,2015,2
29053,2016,2
29061,2005,2
29061,2007,2
29061,2015,2
29061,2016,1
29063,2000,2
29063,2005,1
29063,2007,1
29063,2008,1
29063,2010,1
29063,2011,1
29063,2012,1
29063,2013,1
29063,2014,1
29063,2016,1
29075,2012,1
29075,2013,1
29075,2015,1
29079,2001,1
29079,2006,3
29079,2008,2
29079,2010,1
29079,2011,1
29079,2012,1
29079,2015,2
29081,2007,1
29081,2009,2
29081,2015,1
29083,2008,1
29083,2009,1
29083,2011,1
29083,2012,1
29083,2013,3
29089,2006,1
29089,2009,1
29089,2015,1
29095,2001,1
29095,2005,1
29095,2015,1
29099,2000,1
29099,2006,1
29099,2007,1
29099,2010,1
29101,2014,1
29107,2000,3
29107,2002,1
29107,2003,1
29107,2005,1
29107,2006,4
29107,2009,2
29107,2011,1
29107,2012,1
29107,2013,2
29107,2014,3
29107,2015,2
29107,2016,2
29111,2009,1
29111,2011,1
29111,2012,1
29111,2016,1
29115,2011,1
29115,2014,1
29115,2015,1
29117,1999,1
29117,2000,1
29117,2015,3
29121,2006,3
29121,2007,3
29121,2015,1
29127,2011,1
29127,2012,1
29127,2014,1
29129,2006,1
29129,2008,1
29129,2012,1
29129,2015,1
29137,1999,1
29137,2001,1
29147,2004,1
29147,2006,2
29147,2007,1
29147,2008,1
29147,2014,1
29147,2015,1
29147,2016,1
29159,2014,1
29159,2015,1
29159,2016,1
29163,2010,1
29163,2012,1
29163,2015,2
29165,2015,2
29171,1999,1
29171,2006,2
29171,2009,1
29171,2013,1
29171,2016,3
29173,2006,1
29173,2007,1
29173,2008,1
29173,2010,1
29173,2014,1
29173,2015,1
29175,2015,1
29177,2015,1
29195,2006,5
29195,2007,4
29195,2008,6
29195,2009,3
29195,2014,5
29195,2015,7
29195,2016,7
29201,2012,1
29205,2013,1
29205,2015,2
29185,2015,1
29211,2006,2
29213,2001,1
29227,2008,1
29227,2010,1
29227,2012,1
29227,2016,1
33001,2004,1
33001,2005,1
33001,2006,1
33001,2008,1
33005,2009,1
33009,2012,1
33011,2005,1
33019,2005,1
34003,2002,1
34003,2006,1
34005,1999,1
34005,2000,1
34005,2003,1
34005,2004,1
34005,2011,1
34013,2009,1
34013,2011,1
34019,2006,1
34021,2004,1
34023,2010,1
34023,2011,1
34025,2004,2
34025,2005,1
34025,2010,1
34025,2012,1
34031,1999,2
34031,2001,1
34031,2002,2
34031,2011,1
34037,2011,1
34037,2015,1
34037,2016,1
35005,2016,1
35007,2012,3
35039,2003,1
35045,2005,1
35045,2015,1
35047,2002,1
35047,2003,1
35047,2005,1
35047,2006,1
35047,2008,1
36001,2008,1
36001,2009,1
36001,2012,1
36001,2013,2
36001,2014,2
36003,2016,1
36011,2004,2
36011,2005,3
36011,2006,1
36011,2007,7
36011,2009,3
36011,2010,1
36011,2011,1
36011,2012,1
36011,2015,2
36013,2004,1
36013,2010,5
36013,2011,2
36013,2014,4
36017,2015,1
36019,2003,1
36019,2010,1
36019,2014,1
36021,2002,1
36025,2007,1
36025,2008,1
36027,2001,1
36027,2013,1
36027,2014,1
36029,2006,2
36029,2013,1
36031,2012,2
36033,2011,1
36037,2004,1
36037,2014,2
36039,2011,1
36039,2013,1
36039,2015,2
36041,2001,1
36041,2002,1
36041,2003,1
36041,2004,2
36041,2006,1
36041,2008,1
36041,2009,1
36041,2012,1
36043,2002,1
36043,2003,1
36043,2004,1
36043,2006,1
36043,2007,2
36043,2014,1
36043,2015,2
36045,2003,1
36045,2013,6
36045,2014,10
36045,2015,3
36049,2013,1
36051,2002,5
36051,2003,3
36051,2004,2
36051,2005,1
36051,2006,1
36051,2008,2
36051,2009,1
36051,2010,1
36051,2011,2
36051,2013,1
36051,2014,5
36053,2004,1
36057,2004,2
36057,2011,2
36057,2013,1
36065,2001,1
36065,2002,1
36065,2003,1
36065,2004,2
36065,2007,1
36069,2006,1
36069,2009,1
36069,2014,3
36069,2015,1
36069,2016,1
36071,2010,1
36071,2012,1
36071,2013,2
36071,2014,4
36073,2014,1
36075,2010,1
36077,2005,1
36077,2009,1
36077,2016,1
36079,2001,1
36079,2003,2
36079,2014,1
36083,2005,1
36083,2008,1
36083,2011,1
36083,2012,1
36083,2013,3
36083,2014,1
36093,2004,1
36093,2014,1
36093,2015,1
36095,2001,1
36095,2003,1
36095,2007,1
36095,2008,1
36095,2013,1
36095,2015,1
36097,2005,1
36097,2006,1
36097,2007,1
36097,2008,1
36097,2009,1
36097,2012,2
36097,2014,1
36097,2015,1
36097,2016,2
36099,2011,1
36099,2014,2
36099,2015,1
36099,2016,1
36089,2002,1
36089,2004,3
36089,2006,2
36089,2013,1
36089,2014,1
36101,2008,1
36101,2009,1
36101,2010,1
36101,2014,2
36101,2016,1
36105,2007,1
36105,2011,1
36105,2012,1
36111,2012,1
36111,2014,1
36113,2002,1
36113,2006,2
36113,2008,1
36113,2012,1
36115,2002,1
36115,2004,1
36115,2016,1
36117,2001,1
36117,2003,1
36117,2014,1
36119,2012,1
36119,2013,1
36119,2014,1
36121,2012,3
36121,2013,1
36121,2014,1
36121,2016,2
36123,2002,1
36123,2004,1
36123,2005,1
36123,2009,2
36123,2010,2
36123,2011,2
36123,2014,1
36123,2015,1
36123,2016,1
37001,2011,1
37013,2012,1
37033,2012,1
37037,2011,2
37041,2014,1
37047,2012,1
37047,2013,1
37049,2010,1
37055,2013,1
37055,2014,1
37061,2011,1
37065,2012,1
37069,2010,1
37069,2011,1
37069,2012,1
37069,2013,1
37069,2014,1
37071,2011,1
37077,2014,1
37081,2011,1
37083,2013,1
37101,2011,2
37101,2012,1
37101,2013,1
37123,2013,2
37129,2012,1
37131,2010,2
37143,2012,1
37143,2013,1
37145,2012,1
37157,2011,2
37157,2014,1
37167,2011,1
37167,2012,2
37169,2010,1
37185,2010,1
37185,2011,1
37185,2012,3
37185,2013,1
37185,2014,2
37187,2013,1
37187,2014,1
37197,2011,1
37197,2014,3
41001,2004,1
41001,2005,1
41003,2005,1
41003,2007,1
41003,2008,1
41003,2009,1
41003,2014,1
41007,2002,1
41007,2006,1
41011,2004,1
41011,2008,2
41011,2013,1
41015,2004,1
41015,2005,1
41015,2016,1
41019,2003,1
41019,2013,1
41041,2014,1
41041,2016,1
41053,2003,1
41053,2004,1
41053,2006,1
41057,2005,2
41057,2009,1
41057,2011,1
41071,2004,1
41071,2005,1
41071,2008,1
41071,2009,1
42003,1999,3
42003,2000,1
42003,2002,3
42003,2003,1
42003,2004,1
42003,2005,2
42003,2008,3
42003,2009,1
42003,2010,2
42003,2011,1
42003,2013,3
42003,2015,1
42005,2002,1
42005,2003,1
42005,2005,2
42005,2006,1
42005,2007,1
42005,2008,1
42005,2009,1
42005,2010,2
42005,2011,1
42005,2013,1
42007,2000,1
42007,2001,1
42007,2002,2
42007,2004,1
42007,2005,3
42007,2006,2
42007,2007,1
42007,2008,1
42007,2009,6
42007,2010,5
42007,2011,1
42007,2012,2
42007,2015,1
42007,2016,1
42015,2007,2
42019,2000,1
42019,2003,1
42019,2005,1
42019,2013,1
42021,2004,2
42021,2005,1
42021,2008,1
42021,2009,2
42021,2014,1
42031,2006,1
42031,2010,1
42031,2011,1
42031,2015,1
42033,2002,1
42033,2012,1
42043,2009,1
42043,2014,1
42043,2015,1
42047,2006,1
42049,2013,1
42051,2002,1
42051,2003,1
42051,2010,2
42051,2013,1
42051,2016,1
42055,2002,1
42059,2002,1
42059,2007,1
42059,2008,1
42059,2009,1
42059,2010,3
42059,2011,1
42059,2013,1
42059,2015,1
42059,2016,3
42063,2015,1
42065,2001,2
42065,2002,1
42065,2003,1
42065,2006,1
42073,1999,1
42073,2000,2
42073,2003,1
42073,2004,1
42073,2007,1
42075,2003,1
42085,2002,1
42089,2001,1
42093,2006,1
42111,2002,1
42117,2002,1
42125,2002,3
42125,2004,1
42125,2005,2
42125,2006,2
42125,2007,2
42125,2008,2
42125,2009,1
42125,2010,1
42125,2012,3
42125,2013,3
42125,2014,1
42125,2015,2
42125,2016,3
45001,2013,1
45007,2013,1
45019,2016,1
45025,2004,1
45035,2004,1
45039,2007,1
45039,2011,1
45039,2012,1
45043,2005,1
45043,2006,1
45043,2007,1
45051,2004,1
45063,2013,1
45065,2013,1
45081,2014,2
45087,2004,2
45087,2010,1
45087,2011,6
45087,2012,4
45087,2013,1
45089,2014,1
45089,2015,1
45091,2004,1
45091,2005,1
45091,2013,1
45091,2014,1
45091,2015,1
49009,2005,1
49009,2014,1
49013,2007,1
49051,2002,1
49053,2007,1
50001,2013,1
50003,2012,1
50005,2003,4
50005,2004,4
50005,2005,3
50005,2008,1
50013,2016,1
50015,2009,1
53019,2004,1
53019,2006,1
53029,1999,1
53033,2000,1
53049,2006,1
53049,2015,1
53055,1999,4
53055,2000,1
53055,2001,1
53055,2002,3
53055,2008,6
53055,2010,5
53055,2011,3
53055,2012,6
53055,2013,6
53067,2016,1
54001,2002,1
54001,2008,1
54005,2002,1
54009,2002,1
54009,2003,1
54009,2006,2
54009,2013,1
54009,2016,1
54013,2013,1
54015,2014,2
54015,2016,1
54019,2002,2
54021,2002,1
54021,2004,2
54021,2005,1
54021,2006,2
54021,2007,1
54021,2008,1
54021,2010,2
54021,2014,1
54021,2016,1
54025,2001,1
54027,2008,1
54029,2004,1
54029,2008,1
54029,2009,1
54031,2009,1
54031,2012,1
54033,2002,2
54033,2010,1
54033,2013,3
54033,2015,3
54033,2016,1
54035,2002,1
54035,2009,1
54037,2002,3
54037,2014,1
54039,1999,1
54039,2014,1
54043,2002,1
54043,2007,1
54043,2008,1
54045,2007,3
54045,2013,1
54045,2014,2
54049,2008,1
54049,2016,2
54051,2011,1
54047,2002,3
54047,2004,1
54047,2005,1
54047,2006,1
54047,2009,3
54047,2011,1
54047,2013,1
54047,2014,1
54047,2015,1
54055,2007,1
54055,2010,1
54055,2015,1
54057,2002,1
54059,2002,1
54059,2005,1
54059,2008,1
54059,2012,1
54061,2005,1
54065,2002,1
54067,2002,2
54067,2005,1
54067,2007,1
54067,2013,1
54069,2003,2
54069,2004,2
54069,2005,2
54069,2006,1
54069,2008,3
54069,2013,2
54069,2016,1
54071,2002,1
54071,2003,1
54075,2002,1
54075,2005,1
54075,2007,1
54077,2002,1
54077,2008,1
54077,2014,1
54077,2015,1
54077,2016,1
54079,2002,1
54083,2002,1
54085,2002,3
54085,2006,1
54085,2014,1
54085,2015,3
54085,2016,3
54087,2007,2
54089,2002,1
54093,2002,3
54095,2002,1
54095,2009,1
54097,2007,1
54099,2010,1
54099,2012,1
54099,2013,1
54099,2014,2
54101,2002,2
54107,2002,1
54107,2005,1
54109,2002,1
54109,2012,1
55003,2001,1
55009,2009,1
55015,2006,1
55015,2007,1
55015,2008,1
55015,2009,1
55015,2010,1
55051,2014,1
55051,2015,1
55051,2016,1
55073,2005,1
55073,2006,1
55073,2007,1
55073,2008,1
55087,2006,1
